375,25,449,61,"TEXT"
477,24,523,61,"TEXT"
356,60,464,105,"TEXT"
471,68,564,107,"TEXT"
572,72,653,115,"TEXT"
160,181,337,231,"TEXT"
341,101,524,148,"TEXT"
544,120,632,156,"TEXT"
167,237,277,279,"TEXT"
321,219,535,271,"TEXT"
563,223,641,271,"TEXT"
652,223,749,281,"TEXT"
767,225,836,267,"TEXT"
851,239,961,277,"TEXT"
167,369,231,405,"TEXT"
263,357,328,399,"TEXT"
345,340,432,391,"TEXT"
441,344,543,393,"TEXT"
567,343,676,401,"TEXT"
685,353,752,405,"TEXT"
777,352,932,408,"TEXT"
119,220,143,247,"TEXT"
117,267,144,301,"TEXT"
160,281,220,333,"TEXT"
233,264,384,320,"TEXT"
175,404,261,453,"TEXT"
285,404,367,448,"TEXT"
391,388,476,441,"TEXT"
167,488,228,543,"TEXT"
257,480,399,540,"TEXT"
428,475,541,529,"TEXT"
583,489,781,543,"TEXT"
785,476,825,531,"TEXT"
841,480,884,531,"TEXT"
167,583,237,625,"TEXT"
268,573,336,619,"TEXT"
347,568,497,615,"TEXT"
512,573,601,619,"TEXT"
620,583,708,620,"TEXT"
749,588,817,625,"TEXT"
840,588,921,628,"TEXT"
167,628,225,675,"TEXT"
169,723,283,753,"TEXT"
323,712,459,749,"TEXT"
461,715,517,752,"TEXT"
543,704,647,752,"TEXT"
685,704,793,751,"TEXT"
176,755,288,804,"TEXT"
333,751,472,801,"TEXT"
501,755,592,801,"TEXT"
605,749,735,803,"TEXT"
176,835,411,884,"TEXT"
431,836,573,887,"TEXT"
593,844,705,883,"TEXT"
717,851,752,880,"TEXT"
757,833,904,881,"TEXT"
171,885,257,929,"TEXT"
288,892,376,937,"TEXT"
417,881,551,925,"TEXT"
569,879,752,932,"TEXT"
772,879,965,933,"TEXT"
169,927,215,980,"TEXT"
227,932,383,976,"TEXT"
409,924,497,976,"TEXT"
516,935,647,987,"TEXT"
171,1059,272,1112,"TEXT"
309,1064,371,1113,"TEXT"
392,1059,480,1107,"TEXT"
511,1053,651,1104,"TEXT"
676,1063,781,1101,"TEXT"
804,1047,889,1104,"TEXT"
899,1067,936,1095,"TEXT"
175,1107,277,1153,"TEXT"
315,1108,400,1157,"TEXT"
428,1101,577,1151,"TEXT"
611,1101,727,1153,"TEXT"
739,1100,804,1147,"TEXT"
840,1101,919,1157,"TEXT"
172,1225,309,1289,"TEXT"
177,1321,283,1376,"TEXT"
300,1321,473,1381,"TEXT"
511,1335,607,1376,"TEXT"
627,1323,684,1373,"TEXT"
721,1313,860,1368,"TEXT"
179,1372,328,1425,"TEXT"
358,1384,440,1432,"TEXT"
447,1377,628,1431,"TEXT"
177,1469,269,1515,"TEXT"
288,1469,433,1517,"TEXT"
460,1463,560,1516,"TEXT"
599,1451,697,1512,"TEXT"
721,1445,897,1497,"TEXT"
175,1515,279,1567,"TEXT"
312,1511,387,1568,"TEXT"
