1370,973,1611,1084,"TEXT"
1637,992,1963,1084,"TEXT"
375,1184,601,1276,"TEXT"
681,1177,1174,1288,"TEXT"
2078,1236,2307,1362,"TEXT"
2348,1218,2863,1340,"TEXT"
1356,1514,1504,1595,"TEXT"
1552,1506,1659,1592,"TEXT"
1659,1514,1967,1584,"TEXT"
1474,1610,1748,1714,"TEXT"
274,1710,611,1821,"TEXT"
659,1699,944,1818,"TEXT"
1004,1718,1326,1821,"TEXT"
1352,1695,2078,1818,"TEXT"
2107,1729,2263,1799,"TEXT"
2352,1718,2433,1806,"TEXT"
2504,1714,2641,1810,"TEXT"
2656,1718,2811,1784,"TEXT"
274,1818,667,1932,"TEXT"
722,1814,833,1940,"TEXT"
896,1829,1215,1932,"TEXT"
1230,1825,1604,1932,"TEXT"
1607,1810,2063,1910,"TEXT"
2107,1803,2333,1895,"TEXT"
2389,1788,2755,1888,"TEXT"
244,1932,504,2029,"TEXT"
533,1921,659,2021,"TEXT"
704,1932,1044,2029,"TEXT"
1122,1940,1556,2021,"TEXT"
1593,1918,1978,2006,"TEXT"
2026,1921,2248,2006,"TEXT"
2319,1910,2530,1984,"TEXT"
2604,1895,2778,1977,"TEXT"
274,2032,481,2114,"TEXT"
537,2032,1011,2121,"TEXT"
1059,2025,1307,2114,"TEXT"
1356,2018,1481,2106,"TEXT"
1530,2010,1726,2110,"TEXT"
1759,1999,2130,2121,"TEXT"
2167,1992,2596,2103,"TEXT"
2644,1995,2867,2088,"TEXT"
230,2088,375,2228,"TEXT"
418,2131,721,2210,"TEXT"
767,2110,1153,2218,"TEXT"
1218,2091,1402,2213,"TEXT"
1453,2118,1723,2188,"TEXT"
1731,2118,1969,2191,"TEXT"
2002,2115,2304,2191,"TEXT"
2334,2104,2423,2194,"TEXT"
2440,2096,2623,2191,"TEXT"
2658,2113,2791,2204,"TEXT"
253,2218,504,2323,"TEXT"
537,2221,848,2313,"TEXT"
880,2204,1394,2307,"TEXT"
1440,2199,1721,2299,"TEXT"
1775,2191,2096,2283,"TEXT"
2140,2194,2318,2283,"TEXT"
2375,2194,2558,2277,"TEXT"
2604,2199,2891,2302,"TEXT"
267,2323,540,2410,"TEXT"
588,2302,707,2396,"TEXT"
837,2329,1026,2402,"TEXT"
1075,2304,1375,2394,"TEXT"
1431,2296,1715,2391,"TEXT"
1737,2294,2067,2385,"TEXT"
2129,2275,2510,2369,"TEXT"
2564,2299,2715,2388,"TEXT"
288,2410,629,2507,"TEXT"
688,2418,969,2499,"TEXT"
1026,2388,1185,2485,"TEXT"
1226,2391,1388,2494,"TEXT"
1437,2391,1775,2480,"TEXT"
1826,2375,2167,2491,"TEXT"
2207,2375,2634,2477,"TEXT"
2672,2383,2826,2480,"TEXT"
280,2510,821,2615,"TEXT"
888,2491,1123,2613,"TEXT"
1167,2515,1569,2596,"TEXT"
1637,2499,1856,2577,"TEXT"
1894,2483,2199,2588,"TEXT"
