1010,780,1451,969,"TEXT"
1528,792,2332,966,"TEXT"
188,977,799,1166,"TEXT"
836,962,1206,1166,"TEXT"
1277,988,2006,1143,"TEXT"
2065,955,2488,1121,"TEXT"
147,1132,388,1292,"TEXT"
469,1173,1036,1314,"TEXT"
1106,1158,1673,1318,"TEXT"
1728,1114,2328,1299,"TEXT"
2336,1140,2539,1318,"TEXT"
136,1321,480,1492,"TEXT"
547,1310,895,1462,"TEXT"
977,1310,1332,1518,"TEXT"
1406,1288,2032,1466,"TEXT"
2121,1277,2547,1421,"TEXT"
147,1510,473,1692,"TEXT"
665,1492,1032,1658,"TEXT"
1158,1466,1480,1618,"TEXT"
1547,1458,2217,1603,"TEXT"
2295,1399,2454,1562,"TEXT"
132,1677,1069,1866,"TEXT"
1132,1643,1477,1836,"TEXT"
1539,1621,1751,1810,"TEXT"
1847,1599,2221,1773,"TEXT"
2291,1558,2599,1751,"TEXT"
114,1899,510,2103,"TEXT"
606,1866,1025,2032,"TEXT"
1099,1832,1521,2018,"TEXT"
199,2066,1069,2329,"TEXT"
1425,1969,1917,2188,"TEXT"
1980,1951,2477,2132,"TEXT"
277,2455,773,2658,"TEXT"
817,2362,1510,2547,"TEXT"
1510,2351,1677,2525,"TEXT"
1662,2240,2095,2462,"TEXT"
2106,2236,2428,2466,"TEXT"
