66,30,186,210,"TEXT"
236,27,862,233,"TEXT"
922,83,1359,237,"TEXT"
1392,133,1852,243,"TEXT"
719,223,1149,417,"TEXT"
349,480,696,647,"TEXT"
769,470,1136,647,"TEXT"
1202,523,1672,713,"TEXT"
1732,530,2006,747,"TEXT"
2012,553,2382,720,"TEXT"
12,680,159,837,"TEXT"
192,663,502,837,"TEXT"
536,663,946,823,"TEXT"
949,707,1269,830,"TEXT"
1312,743,1746,903,"TEXT"
1829,733,2249,900,"TEXT"
2316,727,2596,913,"TEXT"
19,853,402,993,"TEXT"
462,870,1029,1007,"TEXT"
1106,863,1426,1017,"TEXT"
1502,907,2246,1083,"TEXT"
9,1030,242,1177,"TEXT"
282,1073,622,1193,"TEXT"
672,1087,1016,1200,"TEXT"
1076,1037,1532,1233,"TEXT"
1639,1073,2116,1230,"TEXT"
16,1203,252,1443,"TEXT"
272,1280,692,1410,"TEXT"
742,1260,1326,1423,"TEXT"
1426,1307,1696,1423,"TEXT"
1756,1247,2196,1457,"TEXT"
2289,1290,2449,1410,"TEXT"
2436,610,2796,743,"TEXT"
2852,537,3369,737,"TEXT"
3389,547,3786,700,"TEXT"
2632,790,3009,927,"TEXT"
3096,780,3356,907,"TEXT"
3462,707,3869,897,"TEXT"
2299,947,2686,1077,"TEXT"
2799,917,3099,1103,"TEXT"
3129,943,3499,1073,"TEXT"
3552,900,3849,1090,"TEXT"
2189,1097,2346,1250,"TEXT"
2419,1097,2982,1283,"TEXT"
3049,1133,3292,1280,"TEXT"
3356,1077,3786,1263,"TEXT"
2612,2003,3042,2147,"TEXT"
3116,2027,3456,2153,"TEXT"
