796,121,1874,506,"TEXT"
530,732,752,903,"TEXT"
730,662,900,743,"TEXT"
1144,751,1333,877,"TEXT"
1448,747,1804,862,"TEXT"
1993,703,2111,855,"TEXT"
2189,843,2341,984,"TEXT"
1652,962,2000,1055,"TEXT"
2011,958,2159,1055,"TEXT"
1752,1106,2019,1192,"TEXT"
1759,1232,2119,1318,"TEXT"
670,1562,1489,1832,"TEXT"
1548,1621,2122,1821,"TEXT"
867,1940,1148,2058,"TEXT"
1281,1940,1533,2066,"TEXT"
1678,1929,1937,2051,"TEXT"
707,2173,1107,2303,"TEXT"
1152,2199,1563,2280,"TEXT"
1604,2166,1822,2269,"TEXT"
1856,2177,2152,2277,"TEXT"
2193,2143,2415,2266,"TEXT"
663,2306,915,2425,"TEXT"
978,2310,1359,2399,"TEXT"
1393,2303,1670,2403,"TEXT"
1704,2299,2152,2392,"TEXT"
2178,2269,2389,2373,"TEXT"
667,2414,1122,2525,"TEXT"
1156,2399,1481,2514,"TEXT"
1533,2410,1833,2503,"TEXT"
1881,2418,2107,2503,"TEXT"
2122,2425,2467,2518,"TEXT"
670,2577,989,2662,"TEXT"
1074,2540,1296,2647,"TEXT"
1326,2555,1537,2647,"TEXT"
1556,2562,1819,2629,"TEXT"
1856,2521,2211,2640,"TEXT"
2241,2543,2496,2629,"TEXT"
659,2677,1089,2795,"TEXT"
1148,2666,1341,2788,"TEXT"
1396,2661,1585,2776,"TEXT"
1626,2662,2152,2758,"TEXT"
2200,2651,2419,2740,"TEXT"
663,2836,904,2918,"TEXT"
944,2810,1222,2910,"TEXT"
1300,2799,1544,2910,"TEXT"
1674,2795,1900,2903,"TEXT"
2067,2784,2311,2888,"TEXT"
678,2951,1048,3066,"TEXT"
1070,2958,1441,3058,"TEXT"
1481,2932,1681,3032,"TEXT"
1707,2936,2030,3051,"TEXT"
2074,2918,2333,3043,"TEXT"
670,3106,896,3199,"TEXT"
959,3114,1089,3195,"TEXT"
1426,3069,1833,3177,"TEXT"
1922,3055,2274,3169,"TEXT"
2370,3058,2596,3162,"TEXT"
678,3221,993,3332,"TEXT"
1048,3255,1100,3343,"TEXT"
1141,3243,1333,3325,"TEXT"
1389,3225,1789,3318,"TEXT"
1837,3218,2311,3329,"TEXT"
