643,4,812,92,"TEXT"
855,33,1197,156,"TEXT"
1232,63,1391,165,"TEXT"
587,94,822,202,"TEXT"
834,150,972,223,"TEXT"
999,150,1243,256,"TEXT"
1245,181,1370,273,"TEXT"
580,204,757,298,"TEXT"
807,229,993,325,"TEXT"
1028,277,1187,356,"TEXT"
1212,302,1380,369,"TEXT"
574,304,955,419,"TEXT"
976,342,1118,440,"TEXT"
1149,375,1399,465,"TEXT"
578,410,859,508,"TEXT"
891,429,980,506,"TEXT"
991,540,1078,613,"TEXT"
1107,548,1180,606,"TEXT"
1195,531,1376,631,"TEXT"
1499,556,1720,648,"TEXT"
1732,575,1820,654,"TEXT"
991,615,1278,717,"TEXT"
1287,648,1445,740,"TEXT"
1472,667,1630,750,"TEXT"
1659,665,1826,777,"TEXT"
1839,679,2012,768,"TEXT"
1857,585,2043,673,"TEXT"
982,723,1347,823,"TEXT"
1357,765,1499,846,"TEXT"
1537,752,1745,850,"TEXT"
1757,785,1943,863,"TEXT"
984,827,1191,908,"TEXT"
1203,831,1472,933,"TEXT"
1499,850,1682,948,"TEXT"
1712,850,1793,969,"TEXT"
595,848,855,975,"TEXT"
870,913,1184,1013,"TEXT"
1199,938,1378,1029,"TEXT"
534,1002,818,1098,"TEXT"
834,1015,1024,1113,"TEXT"
1047,1048,1134,1125,"TEXT"
1141,1060,1395,1179,"TEXT"
557,1094,751,1198,"TEXT"
774,1140,905,1223,"TEXT"
932,1133,1024,1229,"TEXT"
1032,1179,1176,1265,"TEXT"
1199,1179,1422,1273,"TEXT"
549,1204,822,1348,"TEXT"
847,1260,1049,1371,"TEXT"
1070,1277,1145,1373,"TEXT"
1176,1300,1420,1410,"TEXT"
543,1335,782,1454,"TEXT"
799,1369,1059,1506,"TEXT"
984,1538,1134,1615,"TEXT"
1166,1508,1476,1613,"TEXT"
1495,1554,1664,1623,"TEXT"
1703,1525,1901,1635,"TEXT"
1649,971,1797,1063,"TEXT"
1639,1090,1843,1185,"TEXT"
1880,1117,1964,1213,"TEXT"
1637,1223,1880,1308,"TEXT"
1909,1250,2064,1313,"TEXT"
1630,1329,1891,1423,"TEXT"
1653,1435,1814,1517,"TEXT"
1841,1433,2020,1525,"TEXT"
1909,1538,2093,1629,"TEXT"
597,1606,857,1731,"TEXT"
870,1642,1101,1738,"TEXT"
1116,1656,1341,1769,"TEXT"
1347,1692,1439,1775,"TEXT"
512,1758,747,1848,"TEXT"
784,1783,926,1869,"TEXT"
964,1760,1374,1890,"TEXT"
516,1865,662,1960,"TEXT"
693,1879,849,1971,"TEXT"
876,1879,1109,1981,"TEXT"
1118,1916,1245,2004,"TEXT"
1264,1900,1439,1981,"TEXT"
516,2006,687,2110,"TEXT"
709,1988,989,2088,"TEXT"
1001,2017,1130,2092,"TEXT"
1130,2017,1209,2088,"TEXT"
1220,2019,1362,2092,"TEXT"
1593,65,1732,152,"TEXT"
1757,75,2089,183,"TEXT"
2105,79,2303,179,"TEXT"
2303,94,2441,183,"TEXT"
1609,183,1772,273,"TEXT"
1814,190,1974,285,"TEXT"
1999,194,2143,292,"TEXT"
2145,213,2305,285,"TEXT"
2334,213,2491,283,"TEXT"
1620,288,1751,377,"TEXT"
1780,300,1989,388,"TEXT"
1989,288,2149,381,"TEXT"
2151,288,2216,379,"TEXT"
2247,300,2514,392,"TEXT"
1630,413,1801,471,"TEXT"
1832,394,2203,504,"TEXT"
2207,402,2345,498,"TEXT"
2378,398,2512,504,"TEXT"
1628,477,1793,569,"TEXT"
1824,510,1991,577,"TEXT"
2012,515,2087,585,"TEXT"
2120,517,2232,590,"TEXT"
2262,506,2522,596,"TEXT"
2057,590,2259,688,"TEXT"
2295,625,2545,692,"TEXT"
2033,687,2216,785,"TEXT"
2245,704,2445,788,"TEXT"
1964,794,2166,875,"TEXT"
2176,804,2384,875,"TEXT"
2401,779,2551,879,"TEXT"
1814,985,2139,1063,"TEXT"
2168,1004,2255,1081,"TEXT"
2291,944,2539,1048,"TEXT"
1991,1079,2141,1190,"TEXT"
2159,1094,2476,1192,"TEXT"
2087,1196,2380,1292,"TEXT"
2397,1208,2484,1315,"TEXT"
2499,1215,2584,1306,"TEXT"
1912,1321,2224,1425,"TEXT"
2239,1310,2447,1410,"TEXT"
2466,1321,2607,1415,"TEXT"
2053,1435,2228,1519,"TEXT"
2226,1417,2320,1515,"TEXT"
2347,1427,2601,1525,"TEXT"
2120,1554,2259,1650,"TEXT"
1668,1710,1859,1777,"TEXT"
1880,1685,2045,1781,"TEXT"
2068,1696,2241,1802,"TEXT"
2262,1706,2395,1819,"TEXT"
2434,1734,2580,1824,"TEXT"
1647,1808,1855,1896,"TEXT"
1869,1815,1984,1905,"TEXT"
2003,1827,2128,1917,"TEXT"
2168,1823,2307,1927,"TEXT"
2332,1854,2501,1931,"TEXT"
2547,1869,2622,1938,"TEXT"
1659,1898,1874,2010,"TEXT"
1887,1929,1970,2013,"TEXT"
1999,1948,2062,2019,"TEXT"
2068,1925,2201,2013,"TEXT"
2226,1956,2387,2031,"TEXT"
2412,1935,2634,2031,"TEXT"
1655,2023,1778,2121,"TEXT"
1805,2027,2053,2121,"TEXT"
2101,2035,2403,2144,"TEXT"
2418,2042,2637,2140,"TEXT"
