321,245,637,345,"TEXT"
734,245,1007,326,"TEXT"
1083,231,1269,329,"TEXT"
1331,253,1496,342,"TEXT"
1585,245,1745,337,"TEXT"
1794,245,1967,331,"TEXT"
2029,245,2377,345,"TEXT"
172,277,229,340,"TEXT"
177,385,231,440,"TEXT"
156,483,234,550,"TEXT"
161,604,229,658,"TEXT"
348,356,742,442,"TEXT"
818,350,991,440,"TEXT"
1048,329,1237,434,"TEXT"
1804,350,1942,445,"TEXT"
1994,358,2223,453,"TEXT"
2267,348,2542,445,"TEXT"
329,453,499,561,"TEXT"
588,467,748,548,"TEXT"
823,448,1072,545,"TEXT"
1153,453,1404,548,"TEXT"
1477,464,1740,556,"TEXT"
1804,456,2180,572,"TEXT"
2240,456,2537,556,"TEXT"
353,564,623,677,"TEXT"
726,567,961,650,"TEXT"
1031,564,1337,677,"TEXT"
1396,569,1540,658,"TEXT"
1091,780,1323,877,"TEXT"
291,1037,477,1145,"TEXT"
753,1018,1104,1131,"TEXT"
1196,1045,1391,1126,"TEXT"
1440,1010,1802,1115,"TEXT"
1840,1010,2026,1123,"TEXT"
2075,1010,2321,1113,"TEXT"
477,1148,702,1256,"TEXT"
745,1161,837,1245,"TEXT"
885,1140,1340,1242,"TEXT"
1413,1156,1699,1248,"TEXT"
1780,1150,2075,1242,"TEXT"
2123,1175,2213,1234,"TEXT"
2221,1137,2483,1253,"TEXT"
2564,1137,2772,1237,"TEXT"
453,1313,629,1372,"TEXT"
688,1299,791,1375,"TEXT"
858,1277,1026,1361,"TEXT"
1129,1256,1329,1364,"TEXT"
1404,1267,1772,1375,"TEXT"
1788,1264,1961,1369,"TEXT"
2002,1253,2226,1353,"TEXT"
448,1431,618,1523,"TEXT"
677,1394,823,1518,"TEXT"
875,1394,1180,1485,"TEXT"
1234,1394,1337,1472,"TEXT"
1399,1369,1648,1477,"TEXT"
1731,1394,1880,1480,"TEXT"
1967,1377,2137,1488,"TEXT"
2196,1383,2469,1480,"TEXT"
2494,1367,2845,1483,"TEXT"
383,1550,537,1626,"TEXT"
626,1526,829,1623,"TEXT"
937,1513,1404,1626,"TEXT"
1456,1526,1604,1610,"TEXT"
1653,1529,1872,1629,"TEXT"
1964,1504,2185,1613,"TEXT"
429,1680,691,1769,"TEXT"
756,1680,829,1767,"TEXT"
848,1658,1140,1756,"TEXT"
1177,1629,1313,1764,"TEXT"
1391,1650,1626,1750,"TEXT"
1702,1650,1929,1756,"TEXT"
1994,1621,2226,1742,"TEXT"
2326,1637,2702,1756,"TEXT"
448,1780,721,1896,"TEXT"
877,1799,1064,1883,"TEXT"
1099,1791,1204,1869,"TEXT"
1280,1777,1783,1891,"TEXT"
1829,1772,2037,1872,"TEXT"
2131,1764,2491,1861,"TEXT"
2537,1767,2669,1848,"TEXT"
407,1926,553,2029,"TEXT"
602,1918,799,2034,"TEXT"
1121,2180,1326,2272,"TEXT"
278,2503,452,2599,"TEXT"
