1170,499,1807,729,"TEXT"
726,936,1081,1051,"TEXT"
1148,932,1356,1051,"TEXT"
1693,951,2322,1077,"TEXT"
556,1043,1048,1162,"TEXT"
1078,1058,1478,1155,"TEXT"
1507,1077,1804,1169,"TEXT"
1900,1099,2007,1192,"TEXT"
2004,1077,2267,1177,"TEXT"
559,1166,1156,1266,"TEXT"
1219,1177,1570,1288,"TEXT"
1585,1188,1948,1280,"TEXT"
1996,1210,2141,1292,"TEXT"
2174,1199,2419,1284,"TEXT"
563,1288,959,1403,"TEXT"
1015,1299,1370,1384,"TEXT"
1404,1277,1796,1395,"TEXT"
1841,1277,2215,1399,"TEXT"
2226,1292,2459,1403,"TEXT"
522,1384,922,1506,"TEXT"
970,1392,1489,1514,"TEXT"
633,1795,948,1884,"TEXT"
641,1877,896,1980,"TEXT"
1011,1818,1181,1914,"TEXT"
1293,1832,1552,1936,"TEXT"
1638,1843,1893,1947,"TEXT"
1922,1862,2130,1955,"TEXT"
2178,1866,2493,1955,"TEXT"
474,1869,630,1929,"TEXT"
478,2069,548,2147,"TEXT"
600,2040,748,2125,"TEXT"
781,2055,948,2132,"TEXT"
611,2140,822,2221,"TEXT"
963,2058,1104,2136,"TEXT"
1115,2062,1252,2151,"TEXT"
1270,2051,1578,2140,"TEXT"
1271,2118,1570,2206,"TEXT"
1244,2203,1422,2280,"TEXT"
1619,2080,1893,2177,"TEXT"
1481,2218,1541,2280,"TEXT"
1911,2103,2174,2166,"TEXT"
407,2532,722,2673,"TEXT"
804,2584,1133,2688,"TEXT"
1178,2543,1396,2662,"TEXT"
1456,2584,1626,2666,"TEXT"
1678,2532,1881,2655,"TEXT"
1933,2558,2348,2669,"TEXT"
