82,285,189,316,"TEXT"
215,289,282,324,"TEXT"
289,288,424,324,"TEXT"
442,296,536,324,"TEXT"
564,284,672,322,"TEXT"
694,294,743,328,"TEXT"
758,274,853,316,"TEXT"
103,324,218,364,"TEXT"
276,332,436,364,"TEXT"
453,327,564,375,"TEXT"
583,325,682,368,"TEXT"
688,331,757,357,"TEXT"
768,319,806,353,"TEXT"
820,315,880,353,"TEXT"
81,386,212,428,"TEXT"
235,383,331,426,"TEXT"
348,398,491,436,"TEXT"
506,396,592,429,"TEXT"
613,397,734,429,"TEXT"
751,388,798,427,"TEXT"
810,389,890,421,"TEXT"
83,438,167,469,"TEXT"
316,436,448,468,"TEXT"
464,440,573,471,"TEXT"
600,437,701,471,"TEXT"
719,443,737,471,"TEXT"
753,426,887,463,"TEXT"
76,474,219,506,"TEXT"
239,472,343,508,"TEXT"
355,473,473,506,"TEXT"
488,474,563,514,"TEXT"
579,471,683,509,"TEXT"
698,479,792,512,"TEXT"
799,478,856,506,"TEXT"
180,524,225,548,"TEXT"
240,509,361,551,"TEXT"
369,514,436,555,"TEXT"
443,511,566,548,"TEXT"
576,515,687,554,"TEXT"
706,516,805,549,"TEXT"
827,508,921,547,"TEXT"
82,556,168,594,"TEXT"
189,557,312,598,"TEXT"
335,557,445,589,"TEXT"
460,563,544,594,"TEXT"
558,556,633,595,"TEXT"
652,553,722,589,"TEXT"
762,551,869,586,"TEXT"
78,596,203,634,"TEXT"
231,596,334,634,"TEXT"
352,591,499,637,"TEXT"
508,602,646,634,"TEXT"
666,593,718,634,"TEXT"
739,585,872,628,"TEXT"
67,637,128,674,"TEXT"
143,633,280,675,"TEXT"
288,643,325,668,"TEXT"
338,645,426,680,"TEXT"
442,643,569,672,"TEXT"
586,636,631,672,"TEXT"
640,644,720,675,"TEXT"
733,637,826,666,"TEXT"
833,624,899,663,"TEXT"
74,701,221,739,"TEXT"
265,708,312,740,"TEXT"
325,696,445,738,"TEXT"
460,704,535,740,"TEXT"
554,712,626,740,"TEXT"
644,714,697,739,"TEXT"
784,704,822,735,"TEXT"
837,696,917,738,"TEXT"
73,746,137,781,"TEXT"
177,740,298,778,"TEXT"
318,753,383,778,"TEXT"
396,737,485,782,"TEXT"
504,755,554,782,"TEXT"
666,753,708,786,"TEXT"
135,780,206,822,"TEXT"
219,782,275,823,"TEXT"
295,778,393,818,"TEXT"
409,786,554,819,"TEXT"
574,791,688,820,"TEXT"
701,786,785,819,"TEXT"
58,863,187,908,"TEXT"
200,863,293,911,"TEXT"
92,944,213,983,"TEXT"
227,931,389,979,"TEXT"
411,929,471,977,"TEXT"
483,933,588,982,"TEXT"
607,935,672,976,"TEXT"
685,933,732,976,"TEXT"
749,945,812,972,"TEXT"
820,943,905,974,"TEXT"
46,993,163,1027,"TEXT"
186,987,226,1025,"TEXT"
243,989,354,1019,"TEXT"
376,982,543,1024,"TEXT"
559,977,651,1015,"TEXT"
668,977,801,1014,"TEXT"
814,979,879,1012,"TEXT"
44,1035,144,1071,"TEXT"
184,1028,305,1061,"TEXT"
320,1026,414,1057,"TEXT"
433,1020,532,1055,"TEXT"
544,1020,686,1052,"TEXT"
703,1022,832,1053,"TEXT"
51,1076,124,1118,"TEXT"
222,1066,276,1112,"TEXT"
318,1066,388,1111,"TEXT"
416,1067,477,1095,"TEXT"
489,1064,617,1099,"TEXT"
634,1066,662,1094,"TEXT"
673,1064,714,1094,"TEXT"
723,1066,771,1092,"TEXT"
806,1061,861,1096,"TEXT"
52,1129,107,1156,"TEXT"
125,1113,218,1154,"TEXT"
236,1118,331,1152,"TEXT"
344,1116,411,1147,"TEXT"
419,1118,444,1146,"TEXT"
457,1102,542,1141,"TEXT"
575,1102,609,1136,"TEXT"
625,1105,709,1142,"TEXT"
724,1097,858,1138,"TEXT"
53,1158,177,1196,"TEXT"
198,1161,368,1189,"TEXT"
393,1152,452,1184,"TEXT"
467,1141,633,1184,"TEXT"
645,1142,799,1181,"TEXT"
809,1151,895,1177,"TEXT"
46,1195,113,1232,"TEXT"
80,1258,218,1293,"TEXT"
243,1258,318,1287,"TEXT"
339,1256,421,1282,"TEXT"
432,1243,528,1282,"TEXT"
547,1239,674,1276,"TEXT"
691,1234,788,1273,"TEXT"
797,1244,889,1274,"TEXT"
58,1311,119,1335,"TEXT"
