1175,394,1367,480,"TEXT"
867,596,1107,664,"TEXT"
1167,602,1345,677,"TEXT"
1383,575,1688,691,"TEXT"
1699,602,1885,691,"TEXT"
1926,575,2183,694,"TEXT"
2229,588,2434,704,"TEXT"
2467,607,2680,694,"TEXT"
385,702,537,783,"TEXT"
642,704,931,772,"TEXT"
1010,683,1394,775,"TEXT"
1437,713,1672,802,"TEXT"
1729,718,2053,804,"TEXT"
2083,715,2448,821,"TEXT"
2510,729,2775,804,"TEXT"
418,794,667,902,"TEXT"
834,772,1242,883,"TEXT"
1267,804,1564,894,"TEXT"
1629,850,1702,921,"TEXT"
1737,823,1969,926,"TEXT"
2048,823,2361,918,"TEXT"
2440,796,2618,910,"TEXT"
410,902,694,1018,"TEXT"
1231,929,1394,1007,"TEXT"
1434,948,1583,1031,"TEXT"
1721,929,1904,1018,"TEXT"
1953,948,2231,1021,"TEXT"
699,1040,818,1115,"TEXT"
880,983,1010,1107,"TEXT"
1061,999,1440,1121,"TEXT"
1507,1023,1723,1129,"TEXT"
1758,1029,2026,1131,"TEXT"
2340,1010,2504,1131,"TEXT"
2575,1067,2691,1161,"TEXT"
369,1156,788,1245,"TEXT"
837,1104,1183,1221,"TEXT"
1191,1126,1410,1240,"TEXT"
1461,1134,1926,1250,"TEXT"
1956,1185,2253,1250,"TEXT"
2307,1156,2518,1256,"TEXT"
2550,1150,2958,1248,"TEXT"
358,1242,504,1367,"TEXT"
737,1264,1042,1361,"TEXT"
1099,1245,1423,1358,"TEXT"
1494,1253,1826,1364,"TEXT"
1867,1269,2040,1372,"TEXT"
2080,1250,2550,1361,"TEXT"
2594,1256,2948,1361,"TEXT"
342,1372,564,1485,"TEXT"
618,1340,1207,1477,"TEXT"
1248,1342,1383,1456,"TEXT"
1410,1358,1821,1480,"TEXT"
1837,1356,2148,1472,"TEXT"
2193,1415,2423,1474,"TEXT"
2477,1375,2848,1485,"TEXT"
356,1518,440,1623,"TEXT"
510,1480,648,1591,"TEXT"
794,1461,1304,1588,"TEXT"
1326,1485,1607,1599,"TEXT"
1675,1518,1740,1602,"TEXT"
1767,1472,2148,1607,"TEXT"
2515,1485,2923,1613,"TEXT"
385,1596,607,1731,"TEXT"
626,1631,1096,1723,"TEXT"
1164,1596,1550,1721,"TEXT"
1564,1634,1658,1721,"TEXT"
1115,2015,1375,2113,"TEXT"
318,2221,696,2367,"TEXT"
767,2272,864,2353,"TEXT"
910,2237,1126,2358,"TEXT"
1180,2204,1534,2372,"TEXT"
1553,2267,1826,2364,"TEXT"
1885,2267,2196,2364,"TEXT"
2242,2264,2410,2367,"TEXT"
1210,2807,1431,2899,"TEXT"
229,3002,664,3226,"TEXT"
658,2999,1177,3175,"TEXT"
1248,3088,1540,3194,"TEXT"
1607,3007,2121,3175,"TEXT"
2156,3026,2429,3177,"TEXT"
2450,3072,2615,3188,"TEXT"
529,3240,799,3345,"TEXT"
853,3175,1231,3321,"TEXT"
1302,3196,1599,3334,"TEXT"
1694,3226,2072,3345,"TEXT"
2161,3185,2585,3331,"TEXT"
2618,3223,2802,3310,"TEXT"
2842,3172,3024,3310,"TEXT"
183,3348,318,3456,"TEXT"
367,3353,794,3496,"TEXT"
848,3380,1158,3483,"TEXT"
1229,3326,1491,3480,"TEXT"
