250,68,415,155,"TEXT"
450,63,653,146,"TEXT"
683,52,888,149,"TEXT"
904,84,1150,171,"TEXT"
1169,95,1410,192,"TEXT"
1431,106,1596,195,"TEXT"
250,173,342,271,"TEXT"
358,160,677,268,"TEXT"
734,160,1004,290,"TEXT"
850,295,1085,417,"TEXT"
1104,300,1534,438,"TEXT"
1540,344,1680,417,"TEXT"
875,425,1245,530,"TEXT"
1280,449,1558,563,"TEXT"
1602,441,1829,538,"TEXT"
910,565,1250,679,"TEXT"
1269,557,1583,652,"TEXT"
1588,568,1675,652,"TEXT"
464,736,753,825,"TEXT"
758,695,926,803,"TEXT"
926,700,1323,822,"TEXT"
1326,679,1564,795,"TEXT"
304,857,531,973,"TEXT"
548,852,640,927,"TEXT"
1972,14,2156,127,"TEXT"
2180,36,2234,98,"TEXT"
2245,25,2413,119,"TEXT"
2483,27,2758,119,"TEXT"
2415,38,2475,127,"TEXT"
1837,133,2085,219,"TEXT"
2096,146,2188,217,"TEXT"
2191,138,2367,241,"TEXT"
2396,117,2591,211,"TEXT"
2613,136,2683,200,"TEXT"
2688,130,2815,203,"TEXT"
1775,219,1899,319,"TEXT"
1910,219,2285,319,"TEXT"
2350,214,2510,311,"TEXT"
2507,211,2815,306,"TEXT"
1713,317,2050,419,"TEXT"
2053,341,2348,427,"TEXT"
2372,306,2683,398,"TEXT"
2688,314,2812,393,"TEXT"
1848,430,2048,533,"TEXT"
2085,446,2318,519,"TEXT"
2348,411,2556,498,"TEXT"
2567,395,2815,495,"TEXT"
1875,679,1988,773,"TEXT"
1994,684,2169,760,"TEXT"
2183,671,2261,752,"TEXT"
2272,649,2377,746,"TEXT"
2407,652,2621,730,"TEXT"
2645,606,2796,714,"TEXT"
1750,798,2085,909,"TEXT"
2094,771,2442,890,"TEXT"
2448,730,2575,830,"TEXT"
2588,714,2842,811,"TEXT"
926,952,1275,1063,"TEXT"
1302,968,1575,1060,"TEXT"
1594,960,1845,1049,"TEXT"
1840,919,1983,1046,"TEXT"
1983,898,2140,1011,"TEXT"
2150,892,2299,995,"TEXT"
2469,844,2615,944,"TEXT"
