507,510,781,636,"TEXT"
811,525,1178,640,"TEXT"
1204,525,1348,640,"TEXT"
2115,418,2307,540,"TEXT"
2396,436,2793,540,"TEXT"
522,621,896,736,"TEXT"
956,629,1248,743,"TEXT"
1256,643,1515,736,"TEXT"
556,732,833,847,"TEXT"
919,729,1296,847,"TEXT"
1407,929,1641,1043,"TEXT"
1700,914,2115,1021,"TEXT"
2122,906,2515,1006,"TEXT"
530,1047,981,1166,"TEXT"
1026,1080,1363,1199,"TEXT"
1389,1092,1604,1206,"TEXT"
1648,1121,1893,1210,"TEXT"
1911,1125,1989,1195,"TEXT"
2018,1103,2233,1210,"TEXT"
2241,1092,2670,1195,"TEXT"
522,1166,770,1273,"TEXT"
822,1192,1170,1303,"TEXT"
1211,1214,1433,1318,"TEXT"
1452,1225,1641,1329,"TEXT"
1693,1218,1989,1325,"TEXT"
2019,1206,2196,1329,"TEXT"
2196,1255,2326,1355,"TEXT"
2367,1195,2785,1314,"TEXT"
533,1258,641,1369,"TEXT"
800,1284,1130,1403,"TEXT"
1186,1325,1390,1429,"TEXT"
1441,1336,1885,1436,"TEXT"
1919,1343,2359,1436,"TEXT"
2389,1366,2567,1451,"TEXT"
2581,1343,2752,1436,"TEXT"
489,1410,711,1532,"TEXT"
759,1432,952,1532,"TEXT"
1007,1440,1433,1536,"TEXT"
1485,1425,1811,1529,"TEXT"
1900,1447,2063,1547,"TEXT"
2156,1443,2541,1536,"TEXT"
2556,1451,2722,1529,"TEXT"
470,1536,926,1629,"TEXT"
1056,1543,1304,1661,"TEXT"
1344,1547,1481,1647,"TEXT"
1548,1540,1970,1655,"TEXT"
2026,1562,2304,1643,"TEXT"
2322,1562,2589,1632,"TEXT"
2633,1529,2848,1647,"TEXT"
500,1636,870,1743,"TEXT"
926,1673,1207,1769,"TEXT"
1237,1680,1300,1777,"TEXT"
1400,1677,1641,1766,"TEXT"
1700,1662,2104,1777,"TEXT"
2133,1636,2830,1773,"TEXT"
485,1732,870,1877,"TEXT"
978,1780,1278,1903,"TEXT"
1352,1777,1578,1918,"TEXT"
1633,1780,1804,1892,"TEXT"
1885,1777,2404,1888,"TEXT"
2422,1766,2744,1880,"TEXT"
511,1895,844,1999,"TEXT"
937,1921,1226,2010,"TEXT"
1267,1906,1552,2006,"TEXT"
1593,1895,2019,2006,"TEXT"
2022,1918,2122,2010,"TEXT"
2189,1888,2530,2025,"TEXT"
2574,1884,2956,2003,"TEXT"
493,2006,1030,2132,"TEXT"
1074,2010,1441,2143,"TEXT"
1511,2021,1970,2136,"TEXT"
2041,2014,2200,2132,"TEXT"
2259,2025,2826,2147,"TEXT"
496,2140,1074,2273,"TEXT"
1156,2147,1315,2288,"TEXT"
1393,2155,1619,2243,"TEXT"
1700,2140,2204,2269,"TEXT"
2256,2166,2341,2243,"TEXT"
2459,2143,2619,2266,"TEXT"
2644,2140,2859,2251,"TEXT"
504,2303,841,2403,"TEXT"
885,2273,1133,2392,"TEXT"
1219,2292,1596,2403,"TEXT"
1678,2269,2019,2395,"TEXT"
2056,2284,2230,2410,"TEXT"
2289,2280,2570,2406,"TEXT"
2615,2258,2981,2395,"TEXT"
537,2406,952,2543,"TEXT"
1078,2414,1307,2543,"TEXT"
1367,2418,1796,2518,"TEXT"
1859,2418,2056,2525,"TEXT"
2104,2406,2400,2532,"TEXT"
2537,2395,2770,2525,"TEXT"
2804,2414,2944,2518,"TEXT"
533,2551,918,2684,"TEXT"
1015,2558,1456,2692,"TEXT"
1530,2566,1881,2666,"TEXT"
1944,2543,2107,2658,"TEXT"
2141,2529,2478,2658,"TEXT"
2504,2532,2804,2666,"TEXT"
522,2721,941,2829,"TEXT"
997,2692,1222,2818,"TEXT"
1348,2680,1585,2810,"TEXT"
1681,2692,1837,2803,"TEXT"
1878,2662,2259,2792,"TEXT"
2337,2651,2619,2799,"TEXT"
2663,2662,2978,2795,"TEXT"
559,2825,1044,2973,"TEXT"
1078,2858,1181,2980,"TEXT"
1296,2840,1704,2947,"TEXT"
2404,2936,2756,3092,"TEXT"
2285,3080,2585,3218,"TEXT"
2600,3095,2863,3214,"TEXT"
2211,3243,2556,3380,"TEXT"
2589,3232,2944,3369,"TEXT"
