2127,1200,2539,1310
2425,2327,2695,2477
1411,1864,1739,1978
584,1500,999,1635
837,2105,1239,2242
2313,2081,2666,2202
1652,1324,2113,1435
379,648,716,760
1013,1986,1313,2104
1401,1634,1768,1765
262,1889,522,2019
1371,1423,1747,1536
324,1081,647,1205
601,2358,894,2486
266,1761,554,1889
313,1202,630,1315
1558,1536,1938,1646
2280,3136,2616,3244
951,832,1235,964
1046,1207,1462,1331
1976,2197,2298,2339
200,2371,558,2501
1254,1521,1532,1635
927,1752,1215,1866
1229,1755,1631,1872
1791,1647,2241,1771
230,2014,676,2147
660,1203,1004,1311
581,1638,851,1768
1336,2006,1728,2121
2212,1854,2634,1966
709,1999,981,2115
381,517,713,645
1126,2377,1382,2496
1700,2970,1959,3115
275,1623,544,1754
873,1630,1377,1761
1322,1058,1689,1201
1252,2113,1795,2231
597,1778,899,1878
2407,1521,2640,1644
1702,1076,2217,1210
2144,1317,2617,1426
1823,835,2322,947
1425,2349,1667,2487
204,2499,635,2657
628,398,1035,517
1078,1323,1353,1425
2358,1750,2662,1848
2008,1969,2372,2099
795,1403,1117,1511
2190,1429,2482,1530
667,1084,1147,1189
1759,1863,2109,1972
301,1313,757,1412
1950,2802,2386,2964
643,1862,1138,1995
727,521,1253,636
1176,1862,1391,1983
758,1314,1035,1407
