194,937,324,983
196,642,497,709
594,288,709,343
411,556,531,603
1210,416,1332,461
845,567,970,614
1139,520,1279,567
519,782,653,828
944,677,1065,731
732,676,864,727
204,601,316,648
229,227,363,276
1234,475,1382,521
1071,408,1198,457
1204,356,1347,408
209,717,371,763
435,724,591,765
842,186,994,238
750,889,873,943
549,884,690,938
385,344,548,395
446,882,539,935
1208,744,1309,787
385,605,494,654
1127,681,1268,732
222,279,321,327
233,172,332,224
201,822,363,870
865,458,1026,509
388,498,547,548
533,451,696,499
704,90,895,133
767,294,889,346
459,181,557,229
1017,517,1119,562
998,900,1113,954
333,128,476,175
1017,351,1160,403
894,718,1179,772
457,406,608,446
221,490,335,549
213,330,335,379
884,412,1001,453
1303,573,1404,627
674,613,830,661
372,444,498,493
381,933,476,989
774,130,1084,180
221,556,353,598
418,232,515,283
1145,301,1333,348
548,136,708,179
1163,197,1335,246
619,184,770,234
647,406,748,453
1031,189,1136,241
545,670,699,722
959,79,1115,134
1081,459,1216,513
1150,899,1295,950
852,240,1027,290
1147,149,1334,192
231,381,384,438
273,29,398,71
615,557,751,608
932,295,1100,349
1179,95,1296,139
1226,859,1368,899
864,361,965,404
498,75,635,128
533,615,631,660
654,838,836,885
1290,694,1403,741
904,892,991,949
