605,1684,1408,1858
224,1369,946,1539
2327,83,2558,227
1556,2163,2215,2326
818,1533,1649,1692
1913,2320,2507,2500
14,749,555,917
1,1203,651,1376
954,1097,1640,1252
2300,604,2679,731
3156,271,3532,397
3119,2163,3619,2325
2245,2196,2518,2357
2027,2000,2631,2165
787,1,1512,137
2925,1447,3239,1577
1421,843,1677,1002
2313,1909,2611,2036
3267,1178,3625,1308
1290,2333,1876,2497
3198,624,3534,758
2586,110,2938,238
333,2170,952,2336
2525,1292,2839,1435
2997,1749,3273,1872
2879,1279,3591,1431
169,77,492,214
1725,1007,1990,1134
1404,303,2194,440
1366,437,1727,580
3120,2018,3377,2169
897,2368,1258,2515
3430,2015,3637,2182
2743,257,3107,378
1586,40,2267,194
1446,575,1696,703
3167,125,3526,264
526,2377,835,2503
2637,1730,2973,1882
2669,887,3064,1022
2966,1558,3565,1710
31,1043,465,1204
224,1,757,88
2683,2042,3070,2183
3310,1458,3583,1578
2638,1579,2970,1723
3318,1732,3612,1869
12,454,469,630
2240,871,2627,1017
996,278,1324,427
2743,628,3157,755
2306,1611,2575,1757
3222,752,3585,885
1208,1276,1573,1419
1588,1440,1971,1574
13,173,420,345
1962,1757,2317,1895
1628,1111,2114,1282
1361,692,1744,840
1748,709,2283,872
2199,1178,2679,1292
2764,2198,3130,2345
2080,1890,2274,2048
1319,1865,1568,2048
941,414,1329,554
2004,1436,2395,1582
1635,2051,2046,2193
1,1531,258,1705
355,2055,729,2198
1974,1286,2287,1451
383,638,925,804
2821,1010,3057,1169
3052,995,3588,1140
763,2034,1067,2207
770,1256,1153,1409
1378,2048,1574,2208
1,917,263,1066
3100,1829,3592,1986
2963,114,3117,257
2321,738,2743,876
3128,892,3552,1031
7,623,334,774
49,1816,391,2005
