1956,1228,2246,1392
1601,1275,1894,1386
1224,2122,1511,2239
1701,401,1982,559
1997,3242,2390,3387
515,1194,679,1414
1136,1238,1492,1372
837,1636,1108,1748
2212,2337,2419,2479
1412,2263,1662,2410
2026,2610,2309,2772
2134,396,2421,543
656,1554,800,1816
508,2976,746,3086
572,411,934,596
2039,900,2316,1105
1210,3341,1570,3483
877,3296,1150,3413
766,2975,1112,3086
506,2524,870,2706
1737,623,2091,766
2116,648,2560,784
1374,391,1666,559
1110,2831,1311,2955
611,2264,967,2406
771,1230,1065,1352
771,2098,1170,2239
2459,403,2745,529
1501,919,1924,1068
1007,2279,1309,2404
1417,3209,1931,3341
1412,2838,1737,3038
2047,2123,2263,2295
1807,2848,2152,3015
1056,950,1409,1143
989,425,1316,571
753,3106,920,3248
1011,3152,1256,3267
889,589,1624,741
