2466,386,2755,504
2159,1425,2511,1576
2109,1922,2436,2052
1204,3355,1478,3487
1644,2633,1928,2785
2260,245,2566,373
105,1222,420,1393
865,2906,1220,3035
100,1432,429,1566
2581,2499,2874,2669
2017,1589,2347,1742
2308,3036,2562,3192
314,2939,710,3082
79,2950,290,3098
427,2768,708,2922
2561,2346,2841,2505
101,743,335,889
71,3271,309,3423
2112,2247,2485,2376
328,2254,581,2435
1307,919,1552,1060
2294,617,2545,744
878,2709,1162,2882
598,225,929,369
93,2625,311,2769
1716,1946,1948,2118
1681,2804,1949,2939
1500,1347,1801,1485
88,1054,428,1209
342,3270,738,3411
1588,903,1880,1035
962,1235,1291,1386
661,77,927,222
1480,2989,1817,3124
77,1944,400,2101
795,3219,1167,3360
1359,1682,1620,1821
2024,1753,2263,1916
1653,2448,1867,2618
71,2283,281,2449
1781,1473,2129,1611
459,1903,801,2079
2325,1251,2742,1397
78,1562,356,1734
677,1562,1042,1708
2493,849,2715,978
2275,2588,2537,2719
2068,2901,2470,3062
1022,2201,1298,2355
1237,169,1478,305
385,1721,607,1899
596,711,908,867
467,1394,760,1546
102,921,357,1053
2432,1847,2784,2006
929,581,1265,734
2518,1401,2719,1543
757,3372,1035,3533
404,3090,669,3249
1657,3103,2025,3259
1764,1179,1988,1326
855,1925,1126,2069
424,875,809,1041
568,418,841,560
1138,1045,1487,1206
74,2792,358,2934
2483,2732,2873,2856
79,1780,342,1917
1769,3269,2007,3422
1627,354,1891,465
1053,884,1273,1026
1525,622,1771,759
1655,1660,1865,1790
925,1420,1192,1550
72,3152,368,3262
2132,2391,2310,2589
1807,2118,2079,2262
1238,1380,1468,1526
1456,780,1789,904
654,1718,875,1879
441,3440,707,3570
588,2248,790,2421
1476,1235,1724,1359
1959,2620,2229,2739
1161,2695,1406,2843
1863,212,2227,360
1216,3161,1613,3323
131,221,547,375
2195,397,2434,512
2311,2054,2508,2204
720,3098,1000,3226
1551,1840,1767,1979
1376,2025,1690,2163
2528,2220,2794,2336
618,2573,851,2725
2003,2772,2320,2903
2317,2419,2526,2549
2084,1293,2301,1429
465,1221,635,1382
904,1702,1167,1889
401,1574,638,1721
2521,1695,2799,1846
2643,2838,2843,2986
82,2131,279,2274
121,406,305,566
1041,3047,1222,3199
