1955,801,2226,926
1444,776,1757,903
1118,2437,1407,2600
337,2059,687,2177
2310,617,2602,747
755,792,1034,920
336,1657,631,1803
2277,806,2559,929
758,917,1073,1016
2039,351,2264,479
343,1815,634,1940
486,327,780,457
270,2845,537,2979
1521,1929,1796,2050
393,786,688,924
574,612,912,753
1117,770,1381,896
1008,594,1468,735
663,2466,1022,2610
1169,322,1441,440
317,1942,653,2048
1147,895,1541,1021
623,2870,913,2993
1187,2690,1537,2869
1717,1669,2095,1815
486,1035,775,1136
1609,2062,1896,2168
2482,2428,2846,2609
848,333,1084,453
641,2597,949,2743
278,2619,600,2750
1597,2640,2217,2832
1133,1664,1627,1809
2445,2723,2698,2892
1907,2467,2410,2624
1193,1811,1766,1946
2204,924,2417,1042
430,924,675,1042
548,2740,1072,2872
1891,922,2120,1043
1561,600,1757,726
1569,331,1819,448
