715,622,916,691
227,627,412,686
561,1379,766,1436
219,734,421,788
1294,1298,1435,1372
441,620,599,682
1078,819,1235,880
935,1209,1096,1268
1039,1318,1281,1378
209,840,414,896
684,1046,889,1101
1072,1486,1355,1551
684,936,866,989
592,535,776,588
1081,1036,1248,1093
683,831,887,887
632,1203,765,1269
1116,1198,1336,1259
687,733,898,785
640,1481,767,1549
787,1207,926,1268
346,1385,527,1448
816,1318,1035,1371
205,934,364,997
431,1315,591,1372
597,424,758,481
399,935,560,996
206,1109,384,1160
883,923,1008,989
196,1330,388,1382
904,828,1062,881
361,1033,497,1097
200,1506,364,1567
906,1038,1064,1097
199,1218,363,1272
207,1046,354,1100
923,726,1075,781
421,1102,558,1161
1288,1043,1404,1093
577,1,694,67
