829,1996,1199,2106
1577,420,2020,550
1282,1633,1613,1755
625,445,944,548
827,2448,1121,2589
1272,445,1536,558
1076,2715,1421,2848
423,2455,766,2600
535,563,899,660
1208,2457,1515,2576
517,1620,846,1744
2290,1611,2582,1726
2044,420,2409,540
894,1628,1190,1753
555,2107,802,2231
1845,1962,2136,2098
1893,1638,2247,1743
882,661,1160,768
1624,2473,1990,2597
1448,555,1831,658
543,2708,966,2854
466,795,821,880
1851,651,2108,764
437,660,809,771
1508,2749,1798,2861
1416,667,1799,770
675,2595,917,2718
1559,1749,1934,1867
1433,2008,1798,2104
666,1770,971,1869
1984,1739,2280,1858
526,1870,1028,1988
969,1202,1318,1310
1926,559,2357,651
1003,2119,1507,2227
322,1867,624,1981
1439,1082,1939,1191
1001,2613,1254,2717
1081,1108,1365,1202
