458,417,667,482
205,614,428,669
835,633,1115,691
201,500,415,558
237,951,541,1006
865,383,1082,443
217,894,494,949
217,425,407,492
643,760,856,817
1137,367,1331,430
462,547,674,598
573,950,824,1001
824,450,1056,505
1132,506,1323,558
220,555,431,610
385,718,562,773
850,2022,1033,2080
202,676,378,729
900,1896,1083,1953
451,490,636,541
428,777,617,828
628,655,804,707
878,755,1119,809
864,514,1103,568
841,933,1014,995
389,1577,667,1635
198,834,360,888
1164,628,1314,686
712,388,830,456
997,1717,1212,1785
