1656,2653,1959,2791
1981,3004,2258,3138
789,481,1183,583
750,934,1020,1041
645,1843,1061,1972
807,232,1120,337
1017,3264,1320,3396
543,2943,857,3074
1159,1414,1566,1516
585,3106,1013,3235
900,2643,1292,2771
1079,1860,1532,1989
1036,1179,1376,1283
2399,3183,2775,3318
2120,969,2367,1084
1801,240,2181,320
1208,3137,1562,3255
1556,3019,1945,3141
1807,3165,2087,3289
780,2002,1101,2096
1004,1060,1288,1159
2158,1104,2473,1198
499,3242,721,3373
587,2620,835,2746
2121,2832,2623,2967
1365,373,1714,451
1322,2685,1602,2781
1025,2952,1483,3119
2232,3312,2531,3457
804,369,1117,448
1548,243,1782,340
1907,336,2171,432
2536,3035,2797,3175
2229,201,2507,294
2134,3196,2337,3317
1828,3325,2149,3437
