895,398,1352,599
1867,8,2409,164
1935,156,2494,384
1422,9,1837,164
2481,1,3074,146
2038,367,2683,587
2524,142,3175,348
1704,703,2425,902
869,932,1588,1114
2836,521,3374,693
1216,725,1644,926
1128,184,1864,394
914,1094,1501,1307
3268,959,3722,1155
358,447,811,622
25,1514,437,1720
508,1,1350,133
3,1281,461,1496
3150,5,3499,145
1653,915,2120,1079
2471,665,3222,867
2642,1011,3183,1172
3230,159,3688,335
1818,562,2272,749
3448,645,3732,836
1101,558,1517,746
39,652,313,859
79,1026,430,1211
102,169,1009,380
461,611,1056,793
2858,837,3668,1010
