435,1296,695,1414
2024,1926,2375,2025
2543,3228,2862,3329
916,1041,1191,1158
1763,2053,2102,2154
1607,2568,2035,2681
614,740,1028,862
1701,1329,2045,1441
1321,1310,1664,1429
1191,1458,1523,1560
1869,2694,2203,2787
931,2344,1226,2454
1204,661,1499,787
2123,3224,2419,3323
1129,795,1457,914
1364,3088,1676,3186
2097,646,2435,727
1601,1469,1877,1582
2538,999,2799,1094
1364,2177,1770,2291
2044,741,2492,832
1014,3263,1406,3384
1109,946,1450,1038
1642,3246,2088,3335
2118,993,2477,1083
424,2373,866,2495
1123,1820,1583,1941
1327,2961,1590,3059
410,2143,737,2226
433,1716,771,1814
1658,616,2068,706
413,3058,662,3157
1001,2485,1413,2595
1279,541,1632,668
1033,1321,1305,1435
1818,2168,2249,2250
1941,2825,2302,2907
1110,2080,1442,2171
2290,1788,2533,1887
1493,843,1868,932
442,2248,819,2372
655,2780,1030,2888
457,616,946,728
1087,1603,1447,1681
2450,643,2764,745
1623,2929,1853,3025
832,1576,1068,1681
2594,2125,2814,2237
2530,1553,2789,1651
2220,2696,2521,2783
848,3136,1079,3265
2583,1423,2864,1520
2551,1765,2864,1882
653,1166,892,1270
2308,2433,2614,2516
1905,860,2140,953
2365,2533,2616,2646
2387,1111,2648,1202
761,2631,1347,2737
579,1982,1081,2095
844,894,1049,1009
532,2930,763,3032
742,2497,950,2611
1093,2742,1308,2850
893,507,1201,622
1043,2880,1283,2987
1918,968,2130,1074
