299,2366,688,2484
1775,2775,2102,2897
1608,1548,1959,1659
1420,1889,1703,2010
344,1409,784,1523
610,2986,972,3100
1090,2885,1538,3013
397,1640,758,1765
2003,1158,2406,1276
386,1753,806,1871
1790,2016,2178,2129
1469,3019,1822,3121
1015,3013,1449,3117
843,1763,1158,1881
873,3106,1162,3236
256,2979,569,3097
357,1901,646,2020
1880,1431,2270,1534
1814,2265,2090,2390
704,2381,1106,2491
281,2258,640,2369
310,3097,592,3216
761,1540,1247,1641
2278,2267,2567,2396
806,915,1173,1019
2282,2658,2570,2775
2404,2930,2685,3046
2111,3048,2505,3166
1556,1153,2011,1270
1925,3413,2260,3525
1392,2021,1780,2126
1725,1900,2155,2010
2289,1779,2612,1896
1199,2765,1587,2885
1045,2247,1499,2370
2178,2395,2533,2521
519,2745,931,2859
924,1890,1384,2015
996,3259,1441,3370
2121,2915,2374,3041
816,1421,1224,1525
1843,2395,2141,2519
1765,1663,2216,1776
2471,1672,2711,1776
303,2492,638,2603
832,2010,1187,2118
1150,2651,1473,2756
2280,1390,2660,1523
620,2607,872,2740
2468,2035,2785,2153
1193,1659,1563,1765
660,408,1155,533
1862,2138,2330,2267
920,2142,1232,2241
1905,571,2412,658
845,694,1156,780
1905,3527,2514,3637
1271,1435,1607,1544
1196,1791,1511,1889
1564,2899,1834,3007
1218,2382,1587,2506
493,800,924,898
302,2874,843,2991
522,921,789,1027
1475,2149,1859,2253
1425,3120,1886,3247
1283,1564,1597,1655
875,2634,1133,2746
