1730,1216,2041,1342
558,120,908,230
989,1521,1308,1633
712,753,1056,870
934,1810,1154,1958
994,1410,1328,1524
636,2228,927,2377
1129,1626,1361,1774
477,325,728,420
468,1278,750,1401
1861,955,2194,1097
961,889,1193,1015
431,1421,719,1521
1848,791,2086,900
671,633,1055,768
744,1404,986,1511
1764,342,1986,456
644,1511,959,1625
1872,1918,2107,2082
2014,2349,2253,2478
768,1299,993,1399
929,2383,1286,2513
2271,1757,2619,1917
1482,1792,1819,1922
1409,3023,1637,3176
2657,2533,2874,2673
1064,654,1336,776
507,230,908,330
509,1152,756,1266
1821,2631,2009,2792
458,2521,657,2645
1157,1828,1363,1962
1874,233,2138,349
1961,2156,2134,2313
2475,2360,2662,2495
259,2275,554,2397
2627,2188,2840,2339
1580,2202,1888,2331
616,1790,924,1949
2262,2500,2616,2652
2133,1101,2384,1199
1833,673,2091,789
500,769,694,873
574,2387,912,2503
1084,795,1305,894
2388,253,2608,364
1838,2486,2195,2636
1880,1766,2063,1901
614,994,1216,1160
2641,1769,2812,1912
2045,470,2274,593
892,350,1273,443
2101,811,2307,907
940,132,1210,238
1178,2211,1447,2347
1129,1206,1357,1297
1011,1286,1190,1394
