365,1031,643,1148
2046,112,2359,221
2380,1212,2665,1323
120,514,410,652
2604,1092,2888,1196
2136,1006,2417,1109
2609,2269,2917,2393
1167,1154,1459,1261
1744,2527,2117,2652
2650,1896,2892,2013
647,2274,925,2377
1343,2441,1715,2558
803,2938,1076,3081
742,1565,1000,1702
209,2435,567,2555
197,2680,593,2801
1925,889,2296,1014
1462,1028,1842,1145
749,1149,1100,1275
2703,2013,2937,2138
1104,2336,1490,2463
1530,2314,1751,2431
2442,987,2866,1089
194,2802,472,2938
155,1159,505,1286
710,1990,1114,2117
1174,1975,1493,2093
2212,623,2557,744
1456,2199,1832,2315
1716,1844,1944,1962
2278,413,2615,511
2693,1188,2877,1315
2576,619,2852,760
161,2176,506,2296
1767,1249,2176,1351
157,1790,493,1899
1875,1014,2099,1141
752,1883,1119,1987
2496,1780,2931,1898
1033,2091,1459,2218
1885,2172,2312,2275
1778,2397,2084,2527
1864,528,2250,644
1361,1866,1676,1969
2354,2286,2584,2390
145,1289,564,1404
2252,2030,2668,2159
639,1270,1062,1394
175,2298,561,2428
649,1019,1007,1135
614,1389,1019,1518
1535,886,1873,1031
1054,1024,1445,1155
1829,626,2176,778
2505,153,2804,261
1075,253,1280,378
1113,2846,1713,3002
1883,1975,2103,2077
196,2546,639,2671
2320,2837,2641,2987
1561,1345,1937,1497
643,2629,888,2799
762,897,1169,1025
974,40,1570,191
2182,308,2584,409
2389,760,2693,886
1428,2558,1729,2685
1195,900,1489,1032
354,2983,769,3112
1127,644,1299,780
244,3,784,135
1865,2642,2228,2786
2452,1655,2867,1779
2342,1500,2779,1630
1059,1383,1492,1511
519,2795,847,2921
986,2213,1405,2357
1659,1485,2250,1636
