9,310,140,352
205,426,376,469
199,711,348,763
8,110,80,151
490,631,660,684
33,713,193,767
657,493,722,527
547,82,633,114
117,227,281,271
624,312,744,354
7,520,72,562
91,121,173,153
267,24,358,67
333,288,425,320
636,68,746,112
289,231,454,275
14,429,124,469
204,362,293,401
380,17,538,66
438,279,506,319
70,67,144,109
19,356,91,399
269,64,416,106
427,716,577,762
291,401,375,437
640,365,710,404
386,123,453,156
514,328,624,361
107,366,193,402
183,119,243,153
348,482,405,522
627,720,741,765
122,482,184,519
156,319,212,358
26,14,138,63
564,487,648,525
1,488,105,521
641,232,711,277
169,72,254,115
473,409,542,440
219,276,318,319
550,409,669,443
526,442,614,481
105,643,190,689
531,288,632,325
609,439,747,475
309,358,489,396
629,21,736,66
251,120,371,157
141,440,189,481
17,398,129,438
623,451,738,486
21,199,130,238
88,523,195,563
507,361,616,400
