1107,753,1364,864
1209,1066,1441,1170
1284,900,1522,991
918,624,1143,718
1141,291,1396,405
333,666,532,750
1723,314,2079,400
625,910,820,1034
1393,733,1642,846
2553,296,2849,383
1460,280,1672,399
254,1130,497,1238
254,787,481,904
1933,855,2173,993
2549,1013,2893,1108
2586,815,3011,933
559,631,875,749
1666,733,1932,838
2692,729,3001,807
1750,1061,1912,1164
1219,617,1441,704
2230,857,2545,956
2213,1023,2512,1125
351,470,636,593
1595,883,1843,994
2756,406,3023,518
1980,721,2242,824
2373,417,2683,517
531,357,679,456
2153,292,2474,414
2479,551,2910,679
2559,936,2793,1014
1114,472,1446,572
2086,581,2440,686
561,1092,859,1222
895,887,1219,1017
873,1067,1190,1193
2011,687,2581,837
1893,445,2032,563
687,455,1016,589
1447,1090,1632,1178
1516,440,1825,547
2065,437,2369,539
