1067,1312,1987,1592
2002,1531,2629,1758
235,800,845,1025
1877,686,2466,928
335,1411,1055,1647
1304,953,2153,1199
1307,3768,2146,4001
1031,484,1644,710
889,185,1229,354
881,1643,1476,1866
337,2212,992,2423
334,2052,627,2210
1653,2059,2258,2276
1278,726,1778,956
906,823,1277,1030
1027,2144,1644,2344
617,1123,818,1315
701,1906,1276,2124
310,1696,874,1904
523,3759,1253,3996
1490,1594,1980,1797
238,531,968,744
282,1100,592,1312
1703,480,2059,676
1056,1081,1291,1235
2588,1722,2981,1993
2061,1352,2522,1523
2123,480,2374,638
1109,1231,1875,1492
1545,1877,1946,2072
690,3540,1385,3780
1958,1785,2465,2013
775,3321,1484,3591
1,3776,145,3952
