128,1645,1082,1851
130,1316,458,1491
1384,1938,1898,2143
1495,767,2319,935
1532,1623,1766,1821
2281,1565,2614,1749
566,1301,910,1472
130,1500,499,1691
1437,1286,2111,1448
1840,1595,2228,1766
2052,961,2474,1121
1927,1907,2453,2104
1129,1640,1485,1822
176,1997,1083,2227
258,2405,785,2632
135,1900,525,2073
965,1307,1338,1481
1128,1472,1490,1637
836,2307,1510,2513
660,1481,1042,1669
2104,2217,2412,2432
1511,1411,2190,1576
1087,1828,1526,2006
2328,1147,2547,1288
594,1859,1028,2045
1121,1131,1705,1297
2121,1271,2534,1428
412,1135,1069,1295
90,926,857,1107
1737,1099,2386,1252
1009,793,1454,963
29,767,824,939
