1444,876,2230,1054
3077,772,3367,898
2409,593,2785,731
1761,1260,2046,1445
2005,562,2382,716
2298,745,2583,914
350,491,700,648
4,847,398,994
665,1064,1031,1200
279,1054,631,1201
3083,2016,3483,2148
184,677,513,834
3534,911,3845,1057
735,1257,1035,1403
1,1026,244,1177
3108,941,3463,1077
1084,864,1459,1029
1052,1289,1328,1412
3031,1127,3278,1288
2620,770,3019,927
198,1,792,237
1397,1286,1699,1421
2767,921,3062,1099
1861,736,2260,898
2287,949,2689,1079
1295,740,1733,897
954,703,1260,842
1386,114,1828,248
264,1249,679,1399
1626,1076,2097,1230
1731,535,1992,734
539,654,945,826
3373,544,3778,698
914,78,1349,231
2358,1065,2967,1251
769,477,1141,652
2,668,144,839
2578,2007,3013,2146
3465,723,3860,897
1200,485,1687,695
11,1215,231,1421
