437,674,730,808
464,2379,1410,2552
999,554,1449,681
448,1235,740,1362
1061,1186,1792,1403
448,1799,834,1979
2069,1,2894,146
444,79,757,219
1079,118,1503,256
1811,1416,2578,1599
2112,1920,2401,2043
2100,138,2506,293
431,954,718,1070
1089,2276,1444,2415
458,1992,790,2125
648,795,1028,949
1115,1862,1756,2085
989,1094,1409,1258
1965,1697,2633,1903
1036,381,1687,566
761,279,1193,437
430,227,727,388
1153,650,1492,831
484,2897,805,3047
1027,2408,1362,2589
2141,2180,2550,2351
1279,2081,1796,2288
1405,2918,1839,3233
1087,906,1732,1104
1513,648,1808,883
422,1645,861,1804
725,2235,1063,2429
367,1510,808,1654
2033,1144,2766,1321
882,2725,1578,2901
459,2153,730,2291
1909,671,2752,832
1514,1907,1783,2109
417,1358,851,1524
1533,45,1786,282
444,1073,923,1230
478,525,985,670
2061,1447,2484,1613
193,2117,436,2298
