1398,2191,1696,2318
1893,1457,2156,1591
1713,2185,2070,2303
505,386,834,496
854,404,1144,503
1791,1088,2063,1189
2087,1070,2405,1185
2374,507,2676,621
1885,1335,2312,1441
826,1026,1158,1151
1985,624,2356,720
420,1450,815,1576
841,1454,1229,1579
439,705,845,829
1228,426,1513,526
1546,433,1763,542
1320,265,1598,354
733,551,1174,663
441,531,711,663
746,1744,1024,1846
1570,584,1957,699
981,239,1299,333
898,741,1236,854
1211,566,1518,667
450,1023,799,1156
1574,738,1788,863
1265,1076,1558,1180
434,1700,597,1865
791,1188,1101,1321
2342,1355,2588,1449
2059,482,2324,576
2149,1655,2427,1751
654,239,970,320
1544,2077,1778,2169
985,2097,1252,2228
