1028,2844,1378,2987
379,3111,862,3234
2125,8,2439,140
1009,2348,1326,2465
455,2474,775,2588
908,81,1234,171
1749,2854,2034,2977
704,3007,989,3116
2177,2514,2655,2619
1775,2499,2085,2600
2177,914,2498,1047
879,3123,1270,3244
2271,2629,2608,2745
2385,2880,2671,2995
1635,3128,1971,3241
1540,2354,1827,2472
1766,47,2082,178
1808,1065,2098,1176
1402,2489,1717,2597
396,2856,945,2975
570,2625,919,2731
1670,1750,2036,1902
695,1750,1017,1858
1092,2989,1622,3111
2283,3149,2558,3254
1072,2635,1394,2740
527,636,837,734
1616,967,1880,1078
382,3246,641,3350
424,2354,710,2456
1044,2483,1319,2591
361,3404,616,3518
1706,2619,1990,2723
2282,2372,2701,2488
1025,1883,1317,1988
1234,518,1517,615
1064,1780,1393,1869
1999,2992,2344,3132
548,74,834,168
1215,3246,1824,3375
539,528,826,621
2012,3137,2231,3248
1945,2372,2208,2471
