332,1805,753,1913
1462,3176,1766,3302
1914,2839,2187,2974
1249,2456,1537,2598
1418,1958,1758,2056
2197,2824,2492,2943
1835,1953,2165,2065
309,141,728,260
1177,2629,1424,2740
1727,2094,2053,2195
592,1414,888,1575
1578,2470,1855,2585
547,1297,903,1390
1345,2097,1666,2201
2134,2096,2413,2191
1511,1804,1804,1895
1542,1014,1852,1157
544,982,882,1128
349,2463,669,2558
723,2087,957,2203
828,1806,1153,1899
1184,1314,1458,1414
396,1645,646,1757
753,2990,1078,3093
1158,2274,1458,2367
1423,1462,1759,1546
907,1458,1190,1561
1663,1646,1937,1741
1175,549,1408,662
1022,2097,1283,2195
761,195,1028,294
1204,3328,1420,3451
1905,1023,2243,1165
1089,1964,1374,2057
1266,1675,1609,1761
1467,2639,1714,2747
765,2462,1010,2564
1938,579,2201,681
665,2610,910,2712
344,1942,567,2052
389,2983,658,3097
1662,2823,1882,2931
1214,1803,1462,1896
992,1665,1232,1766
