110,527,221,571
1001,495,1196,551
426,390,548,430
102,626,219,668
118,380,225,425
508,677,751,729
141,236,271,278
311,187,409,229
431,480,551,531
906,504,1012,547
777,654,890,697
347,328,474,377
772,701,900,749
504,335,640,381
296,233,402,277
813,392,926,439
264,530,401,578
191,429,317,476
737,497,888,540
672,388,802,436
895,446,1024,494
903,660,1033,703
271,580,373,626
109,572,203,616
510,284,601,334
1024,559,1150,603
397,583,487,628
976,347,1117,390
318,681,440,727
1005,387,1181,441
603,743,687,795
657,344,755,384
593,538,723,592
580,488,715,535
494,644,587,688
112,476,248,528
620,642,758,695
1052,658,1172,714
569,388,662,433
240,386,332,430
325,630,465,676
443,741,588,785
922,712,1055,760
439,531,576,586
937,391,997,444
918,608,1054,659
605,280,847,331
343,432,504,478
95,721,212,771
774,344,952,389
419,231,567,283
656,190,790,240
853,282,1068,333
516,590,664,640
271,482,406,533
980,177,1175,233
705,752,849,805
526,438,680,489
135,282,288,334
717,441,872,492
