1725,2898,2042,3048
2016,2487,2321,2628
2053,2915,2341,3040
2246,936,2630,1044
416,2761,756,2901
1120,1422,1483,1540
1433,2910,1662,3057
511,1409,793,1519
1450,2756,1705,2891
1762,2763,2120,2901
445,2135,731,2250
1737,2499,1980,2639
733,2506,1043,2645
454,1901,716,2024
414,2497,692,2646
1542,1429,1865,1543
467,1768,728,1883
1310,2492,1694,2634
1033,1298,1349,1404
832,657,1126,748
392,2913,860,3039
2387,1260,2621,1395
551,2257,886,2379
901,454,1171,552
2063,262,2307,393
1233,317,1463,429
830,1418,1078,1524
1364,647,1601,747
1783,944,1984,1074
1491,301,1706,423
609,3058,821,3188
574,448,867,542
2582,222,2808,344
2139,2779,2371,2891
898,2912,1189,3043
478,1646,718,1757
526,976,768,1073
390,3066,599,3180
1623,1290,2042,1421
1543,969,1736,1088
1042,960,1260,1066
