1656,1097,1995,1240
1402,1209,1715,1387
758,2079,1051,2235
2122,736,2447,890
843,675,1161,864
1682,2267,2013,2433
142,1010,536,1166
2104,1219,2499,1384
353,2090,750,2239
589,657,807,841
1190,764,1433,894
2477,704,2809,886
1749,2116,2070,2261
141,1184,581,1333
2517,1258,2790,1393
711,871,1011,1009
1026,893,1471,1042
1685,1861,2054,1997
1756,1259,2086,1388
1301,2220,1596,2357
1084,1194,1377,1355
1250,1066,1635,1211
176,670,543,834
1467,1407,1697,1553
1287,1392,1449,1577
154,1335,535,1512
620,1167,1053,1332
2028,1106,2280,1228
2427,1390,2859,1550
175,1524,589,1695
1742,1366,2408,1532
1509,918,2026,1072
167,855,663,1009
2392,1063,2816,1223
267,1772,784,1980
2294,1855,2743,2020
598,989,1245,1151
1562,771,2076,898
