874,1133,1334,1246
2025,237,2350,340
1261,1778,1762,1889
324,250,646,349
1391,1374,1653,1484
464,1778,740,1893
921,1518,1403,1613
2311,1640,2662,1735
343,357,745,448
764,1010,1105,1130
350,584,632,685
1428,1026,1805,1124
862,1651,1131,1754
1393,1266,1765,1366
464,1145,715,1260
2230,453,2514,560
1018,573,1336,677
1993,1625,2230,1746
1474,469,1734,565
2259,345,2525,443
1755,1162,2072,1253
744,232,1016,321
2207,1155,2487,1251
2478,1376,2822,1469
1661,3099,1917,3233
596,1905,807,2033
2541,1134,2779,1242
1794,460,2156,566
873,1400,1191,1486
1810,1012,2020,1129
1245,371,1750,461
2179,1389,2471,1488
